file,path,ncloc,lines,functions,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,duplicated_lines_density,duplicated_blocks,comment_lines_density,sqale_index
CurrencyConverter.py,CurrencyConverter.py,28,74,5,,,,,8,6,,,59.4,
DatabaseProcessor.py,DatabaseProcessor.py,33,82,5,,,,,6,1,,,53.5,
DataStatistics.py,DataStatistics.py,16,47,3,,,,,5,2,,,62.8,
DataStatistics2.py,DataStatistics2.py,2,6,1,,,,,1,,,,66.7,
DataStatistics4.py,DataStatistics4.py,27,96,4,,,,,4,,,,64.5,
DecryptionUtils.py,DecryptionUtils.py,45,82,4,,,,,17,24,,,42.3,
DiscountStrategy.py,DiscountStrategy.py,37,109,6,,,3,3,12,9,,,64.1,15
DocFileHandler.py,DocFileHandler.py,41,83,6,,,,,9,7,,,45.3,
EightPuzzle.py,EightPuzzle.py,57,110,6,,,,,21,28,,,45.7,
EmailClient.py,EmailClient.py,37,112,6,,,,,11,7,,,63.0,
EncryptionUtils.py,EncryptionUtils.py,42,78,4,,,,,16,24,,,43.2,
ExcelProcessor.py,ExcelProcessor.py,33,59,4,,,3,3,9,10,,,37.7,12
ExpressionCalculator.py,ExpressionCalculator.py,57,127,7,,,,,17,24,,,52.1,
FitnessTracker.py,FitnessTracker.py,41,76,4,,,2,2,9,15,,,42.3,7
GomokuGame.py,GomokuGame.py,29,79,4,,,,,15,16,,,61.8,
Hotel.py,Hotel.py,37,115,5,,,,,15,24,,,66.4,
HRManagementSystem.py,HRManagementSystem.py,28,101,6,,,,,10,8,,,70.5,
HtmlUtil.py,HtmlUtil.py,31,85,4,,,1,1,6,2,,,61.3,2
ImageProcessor.py,ImageProcessor.py,19,68,6,,,,,10,4,,,68.9,
Interpolation.py,Interpolation.py,65,95,3,,,8,8,17,36,,,29.3,24
IPAddress.py,IPAddress.py,28,63,4,,,,,12,13,,,50.0,
IpUtil.py,IpUtil.py,23,63,3,,,,,3,3,,,58.2,
JobMarketplace.py,JobMarketplace.py,24,101,7,,,,,11,6,,,74.5,
JSONProcessor.py,JSONProcessor.py,29,69,3,,,2,2,7,9,,,55.4,10
KappaCalculator.py,KappaCalculator.py,6,43,2,,,3,3,2,,,,83.8,6
Lemmatization.py,Lemmatization.py,25,83,4,,,,,6,,,,63.2,
LongestWord.py,LongestWord.py,15,45,3,,,,,6,4,,,63.4,
MahjongConnect.py,MahjongConnect.py,36,119,6,,,4,4,22,16,,,67.9,14
Manacher.py,Manacher.py,5,34,3,,,,,3,,,,83.3,
MetricsCalculator.py,MetricsCalculator.py,38,100,6,,,,,16,14,,,57.3,
MetricsCalculator2.py,MetricsCalculator2.py,50,86,3,,,5,5,15,32,,,36.7,27
MinesweeperGame.py,MinesweeperGame.py,36,88,5,,,1,1,14,19,,,56.1,5
MovieBookingSystem.py,MovieBookingSystem.py,30,83,4,,,,,11,15,,,61.5,
MovieTicketDB.py,MovieTicketDB.py,21,57,5,,,,,5,,,,58.0,
MusicPlayer.py,MusicPlayer.py,51,144,9,,,,,17,18,,,62.2,
NLPDataProcessor.py,NLPDataProcessor.py,15,42,3,,,,,5,1,,,61.5,
NLPDataProcessor2.py,NLPDataProcessor2.py,19,47,3,,,,,5,2,,,55.8,
NumberConverter.py,NumberConverter.py,25,76,6,,,,,6,,,,64.3,
NumberWordFormatter.py,NumberWordFormatter.py,14,71,6,,,,,6,,,,78.1,
NumericEntityUnescaper.py,NumericEntityUnescaper.py,9,30,3,,,1,1,4,1,,,66.7,5
Order.py,Order.py,22,73,4,,,,,9,7,,,67.2,
PageUtil.py,PageUtil.py,35,84,4,,,,,5,,,,56.3,
PDFHandler.py,PDFHandler.py,21,48,3,,,,,6,4,,,52.3,
PersonRequest.py,PersonRequest.py,18,48,4,,,7,7,10,5,,,57.1,26
PushBoxGame.py,PushBoxGame.py,54,119,4,,,,,15,22,,,51.4,
RegexUtils.py,RegexUtils.py,0,1,0,,,,,0,,,,,
RPGCharacter.py,RPGCharacter.py,27,66,6,,,,,8,2,,,55.0,
Server.py,Server.py,29,86,6,,,,,10,9,,,60.8,
ShoppingCart.py,ShoppingCart.py,17,68,5,,,,,8,4,,,71.2,
SignInSystem.py,SignInSystem.py,31,94,6,,,,,13,12,,,64.8,
Snake.py,Snake.py,42,96,5,,,3,3,8,6,,,50.6,6
SplitSentence.py,SplitSentence.py,15,44,3,,,,,6,3,,,62.5,
SQLGenerator.py,SQLGenerator.py,25,72,7,,,,,9,4,,,61.5,
SQLQueryBuilder.py,SQLQueryBuilder.py,38,79,4,,,3,3,11,10,,,48.6,20
Statistics3.py,Statistics3.py,57,132,7,,,,,13,9,,,54.0,
StockPortfolioTracker.py,StockPortfolioTracker.py,54,102,8,,,,,13,8,,,41.3,
StudentDatabaseProcessor.py,StudentDatabaseProcessor.py,31,77,5,,,,,5,,,,56.3,
TextFileProcessor.py,TextFileProcessor.py,22,69,5,,,,,6,,,,65.1,
Thermostat.py,Thermostat.py,38,105,8,,,,,14,11,,,60.4,
TicTacToe.py,TicTacToe.py,27,63,4,,,1,1,13,14,,,54.2,2
TimeUtils.py,TimeUtils.py,25,78,8,,,,,8,,,,63.2,
TriCalculator.py,TriCalculator.py,27,75,6,,,1,1,8,3,,,59.7,5
TwentyFourPointGame.py,TwentyFourPointGame.py,19,58,5,,,2,2,5,2,,,63.5,10
URLHandler.py,URLHandler.py,19,66,6,,,,,7,1,,,68.3,
UrlPath.py,UrlPath.py,14,52,4,,,,,4,,,,70.2,
UserLoginDB.py,UserLoginDB.py,26,78,5,,,,,6,2,,,63.9,
VectorUtil.py,VectorUtil.py,16,63,4,,,,,4,,,,72.4,
VendingMachine.py,VendingMachine.py,36,106,6,,,,,12,15,,,64.0,
Warehouse.py,Warehouse.py,32,112,7,,,,,14,12,,,70.1,
WeatherSystem.py,WeatherSystem.py,20,66,5,,,,,7,3,,,67.2,
Words2Numbers.py,Words2Numbers.py,37,67,3,,,,,12,12,,,37.3,
XMLProcessor.py,XMLProcessor.py,26,82,5,,,2,2,5,2,,,65.3,10
ZipFileProcessor.py,ZipFileProcessor.py,33,76,5,,,,,6,5,,,52.2,
