file,path,ncloc,lines,functions,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,duplicated_lines_density,duplicated_blocks,comment_lines_density,sqale_index
CombinationCalculatorError.py,CombinationCalculatorError.py,,137,,,,,,,,,,,
ComplexCalculatorError.py,ComplexCalculatorError.py,,64,,,,,,,,,,,
CookiesUtilError.py,CookiesUtilError.py,24,37,4,,,,,4,2,,,25.0,
CSVProcessorError.py,CSVProcessorError.py,42,84,4,,,5,5,6,5,,,46.8,22
CurrencyConverterFail.py,CurrencyConverterFail.py,28,63,5,,,,,7,3,,,50.9,
DatabaseProcessorFail.py,DatabaseProcessorFail.py,38,77,5,,,,,5,3,,,45.7,
DataStatistics2Error.py,DataStatistics2Error.py,23,56,7,,,,,7,,,,52.1,
DataStatistics4Error.py,DataStatistics4Error.py,,119,,,,,,,,,,,
DataStatisticsError.py,DataStatisticsError.py,21,49,3,,,,,6,5,,,53.3,
DecryptionUtilsError.py,DecryptionUtilsError.py,28,61,4,,,,,11,12,,,45.1,
DiscountStrategyError.py,DiscountStrategyError.py,20,61,4,,,2,2,7,4,,,63.6,10
DocFileHandlerError.py,DocFileHandlerError.py,37,66,6,,,,,9,6,,,35.1,
EightPuzzleError.py,EightPuzzleError.py,64,79,5,,,1,1,23,38,,,7.2,11
EmailClientError.py,EmailClientError.py,30,69,6,,,,,13,9,,,51.6,
EncryptionUtilsError.py,EncryptionUtilsError.py,32,59,4,,,,,12,15,,,39.6,
ExcelProcessorError.py,ExcelProcessorError.py,36,53,4,,,3,3,9,9,,,25.0,12
ExpressionCalculatorError.py,ExpressionCalculatorError.py,,383,,,,,,,,,,,
FitnessTrackerError.py,FitnessTrackerError.py,31,48,4,,,5,5,11,14,,,24.4,19
GomokuGameError.py,GomokuGameError.py,30,44,3,,,4,4,14,22,,,21.1,40
HotelSuccess.py,HotelSuccess.py,36,54,5,,,,,11,12,,,25.0,
HRManagementSystemError.py,HRManagementSystemError.py,19,35,4,,,,,6,3,,,29.6,
HtmlUtilError.py,HtmlUtilError.py,,76,,,,,,,,,,,
ImageProcessorError.py,ImageProcessorError.py,43,76,6,2,,,2,11,7,,,37.7,
InterpolationError.py,InterpolationError.py,,22,,,,,,,,,,,
IPAddressError.py,IPAddressError.py,15,32,4,1,,,1,6,4,,,42.3,
IpUtilError.py,IpUtilError.py,24,49,3,,,4,4,3,3,,,46.7,20
JobMarketplaceError.py,JobMarketplaceError.py,,1506,,,,,,,,,,,
JSONProcessorPartialSuccess.py,JSONProcessorPartialSuccess.py,27,31,3,,,2,2,4,4,,,0.0,10
KappaCalculatorError.py,KappaCalculatorError.py,13,40,2,,,5,5,2,,,,64.9,16
LemmatizationError.py,LemmatizationError.py,43,66,4,,,,,8,12,,,29.5,
LongestWordPartialSuccess.py,LongestWordPartialSuccess.py,16,33,3,,,,,6,4,,,44.8,
MahjongConnectError.py,MahjongConnectError.py,,103,,,,,,,,,,,
ManacherError.py,ManacherError.py,10,25,3,,,1,1,4,2,,,52.4,5
MetricsCalculator2Error.py,MetricsCalculator2Error.py,21,50,3,1,,1,2,7,9,,,54.3,5
MetricsCalculatorError.py,MetricsCalculatorError.py,19,59,5,3,,6,9,5,,,,61.2,30
MinesweeperGameError.py,MinesweeperGameError.py,,74,,,,,,,,,,,
MovieBookingSystemError.py,MovieBookingSystemError.py,20,55,4,,,,,8,6,,,60.0,
MovieTicketDBError.py,MovieTicketDBError.py,26,51,5,,,,,5,1,,,40.9,
MusicPlayerError.py,MusicPlayerError.py,,100,,,,,,,,,,,
NLPDataProcessor2Error.py,NLPDataProcessor2Error.py,23,37,3,,,,,7,3,,,30.3,
NLPDataProcessorError.py,NLPDataProcessorError.py,23,37,3,,,1,1,9,12,,,28.1,5
NumberConverterError.py,NumberConverterError.py,,48,,,,,,,,,,,
NumberWordFormatterError.py,NumberWordFormatterError.py,,107,,,,,,,,,,,
NumericEntityUnescaperError.py,NumericEntityUnescaperError.py,14,45,3,1,,2,3,6,4,,,62.2,10
OrderError.py,OrderError.py,27,54,4,,,,,10,8,,,43.8,
PageUtilError.py,PageUtilError.py,29,54,3,,,1,1,8,6,,,39.6,5
PDFHandlerError.py,PDFHandlerError.py,22,39,3,,,,,6,4,,,37.1,
PersonRequestError.py,PersonRequestError.py,,43,,,,,,,,,,,
PushBoxGameError.py,PushBoxGameError.py,44,73,4,,,,,12,18,,,34.3,
RegexUtilsError.py,RegexUtilsError.py,37,115,10,,,3,3,12,2,,,64.4,15
RPGCharacterError.py,RPGCharacterError.py,,65,,,,,,,,,,,
ServerError.py,ServerError.py,,42,,,,,,,,,,,
ShoppingCartError.py,ShoppingCartError.py,,1255,,,,,,,,,,,
SignInSystemFail.py,SignInSystemFail.py,26,61,6,,,,,11,7,,,50.9,
SnakeError.py,SnakeError.py,,56,,,,,,,,,,,
SplitSentenceFail.py,SplitSentenceFail.py,19,23,3,,,1,1,10,6,,,0.0,5
SQLGeneratorFail.py,SQLGeneratorFail.py,16,1244,7,,,,,7,,,,75.8,
SQLQueryBuilderFail.py,SQLQueryBuilderFail.py,17,59,4,,,4,4,7,4,,,67.3,20
Statistics3Error.py,Statistics3Error.py,39,113,7,,,5,5,15,13,,,61.4,25
StockPortfolioTrackerError.py,StockPortfolioTrackerError.py,,86,,,,,,,,,,,
StudentDatabaseProcessorError.py,StudentDatabaseProcessorError.py,,66,,,,,,,,,,,
TextFileProcessorError.py,TextFileProcessorError.py,29,59,5,,,,,6,4,,,45.3,
ThermostatError.py,ThermostatError.py,49,85,8,,,1,1,15,17,,,32.9,10
TicTacToeFail.py,TicTacToeFail.py,28,52,4,,,2,2,16,19,,,40.4,7
TimeUtilsError.py,TimeUtilsError.py,32,89,8,,,,,8,1,,,60.0,
TriCalculatorError.py,TriCalculatorError.py,,57,,,,,,,,,,,
TwentyFourPointGameFail.py,TwentyFourPointGameFail.py,20,55,5,,,,,9,6,,,58.3,
URLHandlerError.py,URLHandlerError.py,14,68,7,,,,,7,,,,76.7,
UrlPathError.py,UrlPathError.py,15,49,4,1,,2,3,4,,,,65.9,10
UserLoginDBFail.py,UserLoginDBFail.py,30,60,5,,,,,6,2,,,44.4,
VectorUtilError.py,VectorUtilError.py,25,66,4,,,4,4,6,2,,,55.4,20
VendingMachineError.py,VendingMachineError.py,27,47,4,,,,,8,9,,,30.8,
WarehouseError.py,WarehouseError.py,41,71,7,,,,,15,16,,,36.9,
WeatherSystemError.py,WeatherSystemError.py,17,33,3,,,,,6,4,,,32.0,
Words2NumbersError.py,Words2NumbersError.py,19,24,1,,,,,5,4,,,13.6,
XMLProcessorError.py,XMLProcessorError.py,,61,,,,,,,,,,,
ZipFileProcessorFail.py,ZipFileProcessorFail.py,27,60,5,,,2,2,6,4,,,50.0,10
