file,path,ncloc,lines,functions,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,duplicated_lines_density,duplicated_blocks,comment_lines_density,sqale_index
DecryptionUtilsFail.py,DecryptionUtilsFail.py,55,88,4,,,1,1,21,31,,,32.1,13
DiscountStrategyError.py,DiscountStrategyError.py,34,71,6,,,3,3,11,7,,,49.3,15
DocFileHandlerError.py,DocFileHandlerError.py,60,102,6,,,,,11,11,,,37.5,
EightPuzzleError.py,EightPuzzleError.py,54,87,5,,,2,2,23,33,,,29.9,13
EmailClientPartialSuccess.py,EmailClientPartialSuccess.py,33,64,6,,,,,12,9,,,46.8,
EncryptionUtilsFail.py,EncryptionUtilsFail.py,35,62,4,,,,,10,12,,,39.7,
ExcelProcessorError.py,ExcelProcessorError.py,27,63,4,,,2,2,8,6,,,50.0,7
ExpressionCalculatorError.py,ExpressionCalculatorError.py,70,113,7,,,2,2,20,32,,,36.4,15
FitnessTrackerError.py,FitnessTrackerError.py,36,63,4,,,3,3,9,11,,,36.8,9
GomokuGameSuccess.py,GomokuGameSuccess.py,34,54,4,,,1,1,21,25,,,32.0,5
HotelSuccess.py,HotelSuccess.py,51,71,5,,,,,18,36,,,25.0,
HRManagementSystemFail.py,HRManagementSystemFail.py,33,58,6,,,,,10,8,,,41.1,
HtmlUtilError.py,HtmlUtilError.py,27,49,4,,,1,1,5,1,,,40.0,2
ImageProcessorError.py,ImageProcessorError.py,31,58,6,,,1,1,10,9,,,44.6,6
InterpolationError.py,InterpolationError.py,24,48,3,,,1,1,6,7,,,42.9,5
IPAddressSuccess.py,IPAddressSuccess.py,26,45,4,,,,,11,11,,,38.1,
IpUtilError.py,IpUtilError.py,23,34,3,,,1,1,6,6,,,32.4,5
JobMarketplaceError.py,JobMarketplaceError.py,36,53,7,,,,,13,8,,,29.4,
JSONProcessorPartialSuccess.py,JSONProcessorPartialSuccess.py,29,46,3,,,,,6,6,,,35.6,
KappaCalculatorError.py,KappaCalculatorError.py,16,36,2,,,6,6,2,,,,52.9,12
LemmatizationError.py,LemmatizationError.py,28,61,4,,,,,6,5,,,48.1,
LongestWordPartialSuccess.py,LongestWordPartialSuccess.py,14,36,3,,,,,5,1,,,53.3,
MahjongConnectPartialSuccess.py,MahjongConnectPartialSuccess.py,42,87,6,,,4,4,20,16,,,46.2,14
ManacherPartialSuccess.py,ManacherPartialSuccess.py,24,46,3,,,,,9,7,,,38.5,
MetricsCalculator2Fail.py,MetricsCalculator2Fail.py,28,60,3,,,1,1,10,9,,,48.1,5
MetricsCalculatorPartialSuccess.py,MetricsCalculatorPartialSuccess.py,47,92,6,,,,,21,23,,,45.3,
MinesweeperGameError.py,MinesweeperGameError.py,37,65,5,,,2,2,16,22,,,37.3,10
MovieBookingSystemError.py,MovieBookingSystemError.py,30,52,4,,,,,12,17,,,36.2,
MovieTicketDBSuccess.py,MovieTicketDBSuccess.py,28,57,5,,,,,5,,,,48.1,
MusicPlayerSuccess.py,MusicPlayerSuccess.py,51,95,9,,,,,19,16,,,42.0,
NLPDataProcessor2Success.py,NLPDataProcessor2Success.py,22,34,3,,,,,4,1,,,26.7,
NLPDataProcessorPartialSuccess.py,NLPDataProcessorPartialSuccess.py,12,33,3,,,,,5,1,,,61.3,
NumberConverterError.py,NumberConverterError.py,24,67,6,,,,,7,1,,,63.6,
NumberWordFormatterFail.py,NumberWordFormatterFail.py,69,103,6,,,1,1,21,30,,,28.9,6
NumericEntityUnescaperError.py,NumericEntityUnescaperError.py,16,34,4,,,1,1,7,4,,,48.4,5
OrderFail.py,OrderFail.py,30,58,4,,,,,10,12,,,44.4,
PageUtilPartialSuccess.py,PageUtilPartialSuccess.py,36,61,4,,,,,7,2,,,35.7,
PDFHandlerError.py,PDFHandlerError.py,22,41,3,,,,,7,6,,,38.9,
PersonRequestError.py,PersonRequestError.py,21,45,4,,,7,7,10,8,,,50.0,26
PushBoxGameSuccess.py,PushBoxGameSuccess.py,67,102,4,,,1,1,16,27,,,28.0,6
RegexUtilsPartialSuccess.py,RegexUtilsPartialSuccess.py,29,65,10,,,,,11,2,,,53.2,
RPGCharacterFail.py,RPGCharacterFail.py,32,67,6,,,,,10,4,,,48.4,
ServerFail.py,ServerFail.py,40,73,6,,,,,12,13,,,41.2,
ShoppingCartSuccess.py,ShoppingCartSuccess.py,25,52,5,,,,,9,9,,,49.0,
SignInSystemSuccess.py,SignInSystemSuccess.py,31,60,6,,,,,13,12,,,46.6,
SnakePartialSuccess.py,SnakePartialSuccess.py,41,69,5,,,3,3,13,13,,,37.9,6
SplitSentencePartialSuccess.py,SplitSentencePartialSuccess.py,,6,,,,,,,,,,,
SQLGeneratorSuccess.py,SQLGeneratorSuccess.py,27,68,7,,,,,9,4,,,57.8,
SQLQueryBuilderError.py,SQLQueryBuilderError.py,39,61,4,,,1,1,12,11,,,22.0,6
Statistics3Error.py,Statistics3Error.py,47,102,7,,,2,2,10,3,,,52.5,10
StockPortfolioTrackerError.py,StockPortfolioTrackerError.py,46,85,8,,,,,16,17,,,42.5,
StudentDatabaseProcessorSuccess.py,StudentDatabaseProcessorSuccess.py,40,76,5,,,,,5,,,,38.5,
TextFileProcessorError.py,TextFileProcessorError.py,24,52,5,,,,,5,1,,,50.0,
ThermostatError.py,ThermostatError.py,44,85,8,,,,,16,14,,,44.3,
TicTacToeSuccess.py,TicTacToeSuccess.py,31,58,4,,,1,1,19,21,,,41.5,2
TimeUtilsSuccess.py,TimeUtilsSuccess.py,25,74,8,,,,,8,,,,64.8,
TriCalculatorFail.py,TriCalculatorFail.py,27,72,6,,,2,2,8,3,,,59.7,10
TwentyFourPointGamePartialSuccess.py,TwentyFourPointGamePartialSuccess.py,25,51,5,,,1,1,6,4,,,44.4,5
URLHandlerError.py,URLHandlerError.py,23,64,6,,,,,8,3,,,61.0,
UrlPathError.py,UrlPathError.py,14,36,4,,,,,5,,,,58.8,
UserLoginDBFail.py,UserLoginDBFail.py,23,51,5,,,,,6,2,,,53.1,
VectorUtilError.py,VectorUtilError.py,26,68,4,,,,,5,1,,,59.4,
VendingMachinePartialSuccess.py,VendingMachinePartialSuccess.py,35,67,6,,,,,12,12,,,46.2,
WarehouseError.py,WarehouseError.py,38,73,7,,,,,14,12,,,47.9,
WeatherSystemPartialSuccess.py,WeatherSystemPartialSuccess.py,27,51,5,2,,,2,9,9,,,44.9,
Words2NumbersError.py,Words2NumbersError.py,38,59,3,,,1,1,15,14,,,25.5,20
XMLProcessorFail.py,XMLProcessorFail.py,30,59,5,,,,,8,6,,,45.5,
ZipFileProcessorSuccess.py,ZipFileProcessorSuccess.py,41,68,5,,,,,7,8,,,37.9,
