file,path,ncloc,lines,functions,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,duplicated_lines_density,duplicated_blocks,comment_lines_density,sqale_index
ExpressionCalculatorError.py,ExpressionCalculatorError.py,81,131,7,,,4,4,24,37,16.8,2,33.6,25
FitnessTrackerSuccess.py,FitnessTrackerSuccess.py,34,54,4,,,2,2,9,13,,,30.6,7
GomokuGameSuccess.py,GomokuGameSuccess.py,38,48,4,,,1,1,30,37,,,17.4,16
HotelSuccess.py,HotelSuccess.py,44,116,5,,,,,15,30,,,61.4,
HRManagementSystemError.py,HRManagementSystemError.py,28,33,6,,,,,10,8,,,9.7,
HtmlUtilFail.py,HtmlUtilFail.py,33,66,4,1,,1,2,7,5,,,42.1,5
ImageProcessorError.py,ImageProcessorError.py,47,75,6,,,,,10,17,,,35.6,
InterpolationError.py,InterpolationError.py,15,18,3,,,1,1,3,,,,0.0,5
IPAddressSuccess.py,IPAddressSuccess.py,26,45,4,,,,,11,11,,,38.1,
IpUtilError.py,IpUtilError.py,34,66,3,,,,,3,9,,,47.7,
JobMarketplaceError.py,JobMarketplaceError.py,36,39,7,,,,,13,8,,,0.0,
JSONProcessorError.py,JSONProcessorError.py,37,65,3,,,,,6,7,,,42.2,
KappaCalculatorError.py,KappaCalculatorError.py,15,33,2,,,5,5,2,,,,51.6,10
LemmatizationError.py,LemmatizationError.py,29,66,4,,,,,6,6,,,48.2,
LongestWordPartialSuccess.py,LongestWordPartialSuccess.py,17,37,3,,,,,7,5,,,46.9,
MahjongConnectError.py,MahjongConnectError.py,48,113,6,,,4,4,27,29,,,52.9,14
ManacherPartialSuccess.py,ManacherPartialSuccess.py,23,42,3,,,,,10,9,,,39.5,
MetricsCalculator2Fail.py,MetricsCalculator2Fail.py,32,62,3,,,1,1,12,17,,,44.8,5
MetricsCalculatorError.py,MetricsCalculatorError.py,40,70,6,,,,,10,16,,,38.5,
MinesweeperGameError.py,MinesweeperGameError.py,38,68,5,,,1,1,15,22,,,39.7,5
MovieBookingSystemSuccess.py,MovieBookingSystemSuccess.py,28,52,4,,,,,11,15,,,44.0,
MovieTicketDBSuccess.py,MovieTicketDBSuccess.py,33,62,5,,,,,5,,,,44.1,
MusicPlayerFail.py,MusicPlayerFail.py,70,117,9,,,1,1,18,20,,,36.9,6
NLPDataProcessor2Success.py,NLPDataProcessor2Success.py,20,31,3,,,,,4,1,,,20.0,
NLPDataProcessorPartialSuccess.py,NLPDataProcessorPartialSuccess.py,14,30,3,,,,,5,1,,,51.7,
NumberConverterError.py,NumberConverterError.py,18,63,6,,,,,6,,,,70.0,
NumberWordFormatterFail.py,NumberWordFormatterFail.py,48,84,6,,,,,16,18,,,36.8,
NumericEntityUnescaperSuccess.py,NumericEntityUnescaperSuccess.py,14,17,4,,,2,2,4,2,,,0.0,10
OrderFail.py,OrderFail.py,29,56,4,,,,,10,14,,,45.3,
PageUtilSuccess.py,PageUtilSuccess.py,37,60,4,,,,,9,4,,,35.1,
PDFHandlerError.py,PDFHandlerError.py,23,42,3,,,,,7,6,,,37.8,
PersonRequestSuccess.py,PersonRequestSuccess.py,21,45,4,,,7,7,10,8,,,50.0,26
PushBoxGameSuccess.py,PushBoxGameSuccess.py,50,102,4,,,,,14,20,,,46.2,
RegexUtilsSuccess.py,RegexUtilsSuccess.py,26,85,10,,,,,10,,,,67.9,
RPGCharacterFail.py,RPGCharacterFail.py,34,66,6,,,,,10,5,,,46.9,
ServerFail.py,ServerFail.py,39,71,6,,,,,10,10,,,41.8,
ShoppingCartSuccess.py,ShoppingCartSuccess.py,25,55,5,,,,,9,9,,,51.9,
SignInSystemSuccess.py,SignInSystemSuccess.py,24,53,6,,,,,11,7,,,52.9,
SnakeError.py,SnakeError.py,39,68,5,,,3,3,11,10,,,39.1,6
SplitSentenceFail.py,SplitSentenceFail.py,,6,,,,,,,,,,,
SQLGeneratorError.py,SQLGeneratorError.py,31,64,7,,,,,9,3,,,45.6,
SQLQueryBuilderError.py,SQLQueryBuilderError.py,31,83,4,,,2,2,8,5,,,56.3,12
Statistics3Fail.py,Statistics3Fail.py,50,113,7,,,,,11,6,,,53.7,
StockPortfolioTrackerError.py,StockPortfolioTrackerError.py,41,77,8,,,,,13,8,,,45.3,
StudentDatabaseProcessorSuccess.py,StudentDatabaseProcessorSuccess.py,44,79,5,,,,,5,,,,34.3,
TextFileProcessorError.py,TextFileProcessorError.py,25,50,5,,,,,5,1,,,45.7,
ThermostatError.py,ThermostatError.py,41,83,8,,,,,16,12,,,46.1,
TicTacToeSuccess.py,TicTacToeSuccess.py,31,56,4,,,1,1,19,21,,,39.2,2
TimeUtilsSuccess.py,TimeUtilsSuccess.py,25,77,8,,,,,8,,,,65.8,
TriCalculatorError.py,TriCalculatorError.py,41,82,6,,,1,1,11,6,,,52.3,5
TwentyFourPointGamePartialSuccess.py,TwentyFourPointGamePartialSuccess.py,28,55,5,,,2,2,9,9,,,41.7,10
URLHandlerError.py,URLHandlerError.py,19,45,6,,,,,6,,,,54.8,
UrlPathError.py,UrlPathError.py,14,33,4,,,1,1,6,1,,,54.8,5
UserLoginDBFail.py,UserLoginDBFail.py,22,50,5,,,,,5,,,,54.2,
VectorUtilError.py,VectorUtilError.py,25,81,4,,,,,4,,,,65.8,
VendingMachinePartialSuccess.py,VendingMachinePartialSuccess.py,36,75,6,,,,,12,12,,,50.7,
WarehouseSuccess.py,WarehouseSuccess.py,38,97,7,,,,,15,14,,,60.8,
WeatherSystemPartialSuccess.py,WeatherSystemPartialSuccess.py,27,51,5,,,,,11,10,,,44.9,
Words2NumbersError.py,Words2NumbersError.py,51,75,3,,,2,2,21,39,,,23.9,30
XMLProcessorFail.py,XMLProcessorFail.py,32,63,5,,,,,8,6,,,45.8,
ZipFileProcessorSuccess.py,ZipFileProcessorSuccess.py,44,72,5,,,,,8,9,,,36.2,
