model,strategy,file,base_task,status,ncloc,sqale_index,cognitive_complexity,complexity,code_smells,pass_val,fqs
GPT-3.5-Turbo,H,ZipFileProcessorError.py,ZipFileProcessor,Error,33.0,0.0,5.0,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,AccessGatewayFilterError.py,AccessGatewayFilter,Error,27.0,0.0,5.0,8.0,0.0,0.0,0.0
GPT-4-Turbo,H,AreaCalculatorSuccess.py,AreaCalculator,Success,14.0,0.0,,6.0,0.0,1.0,1.0
GPT-4-Turbo,H,ArgumentParserFail.py,ArgumentParser,Fail,40.0,6.0,18.0,12.0,1.0,0.0,0.0
GPT-4-Turbo,H,ArrangementCalculatorFail.py,ArrangementCalculator,Fail,23.0,0.0,4.0,9.0,0.0,0.0,0.0
GPT-4-Turbo,H,AssessmentSystemSuccess.py,AssessmentSystem,Success,19.0,0.0,4.0,13.0,0.0,1.0,1.0
GPT-4-Turbo,H,AutomaticGuitarSimulatorFail.py,AutomaticGuitarSimulator,Fail,15.0,0.0,3.0,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,AvgPartitionSuccess.py,AvgPartition,Success,15.0,5.0,1.0,4.0,1.0,1.0,0.9666666666666668
GPT-4-Turbo,H,BalancedBracketsSuccess.py,BalancedBrackets,Success,19.0,0.0,10.0,8.0,0.0,1.0,1.0
GPT-4-Turbo,H,BankAccountSuccess.py,BankAccount,Success,20.0,0.0,3.0,8.0,0.0,1.0,1.0
GPT-4-Turbo,H,BigNumCalculatorSuccess.py,BigNumCalculator,Success,10.0,0.0,,3.0,0.0,1.0,1.0
GPT-4-Turbo,H,BinaryDataProcessorFail.py,BinaryDataProcessor,Fail,17.0,0.0,,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,BitStatusUtilSuccess.py,BitStatusUtil,Success,21.0,0.0,6.0,8.0,0.0,1.0,1.0
GPT-4-Turbo,H,BlackjackGameFail.py,BlackjackGame,Fail,40.0,0.0,16.0,12.0,0.0,0.0,0.0
GPT-4-Turbo,H,BookManagementDBError.py,BookManagementDB,Error,42.0,0.0,,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,BookManagementPartialSuccess.py,BookManagement,PartialSuccess,25.0,0.0,12.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,BoyerMooreSearchPartialSuccess.py,BoyerMooreSearch,PartialSuccess,24.0,10.0,10.0,10.0,5.0,0.0,0.0
GPT-4-Turbo,H,CalculatorSuccess.py,Calculator,Success,40.0,0.0,16.0,14.0,0.0,1.0,1.0
GPT-4-Turbo,H,CalendarUtilPartialSuccess.py,CalendarUtil,PartialSuccess,31.0,0.0,17.0,20.0,0.0,0.0,0.0
GPT-4-Turbo,H,CamelCaseMapSuccess.py,CamelCaseMap,Success,19.0,0.0,,8.0,0.0,1.0,1.0
GPT-4-Turbo,H,ChandrasekharSieveSuccess.py,ChandrasekharSieve,Success,15.0,0.0,6.0,7.0,0.0,1.0,1.0
GPT-4-Turbo,H,ChatError.py,Chat,Error,28.0,0.0,9.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,ClassRegistrationSystemFail.py,ClassRegistrationSystem,Fail,26.0,5.0,7.0,11.0,1.0,0.0,0.0
GPT-4-Turbo,H,ClassroomFail.py,Classroom,Fail,25.0,0.0,8.0,12.0,0.0,0.0,0.0
GPT-4-Turbo,H,CombinationCalculatorError.py,CombinationCalculator,Error,19.0,0.0,1.0,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,ComplexCalculatorSuccess.py,ComplexCalculator,Success,15.0,5.0,,5.0,1.0,1.0,0.9666666666666668
GPT-4-Turbo,H,CookiesUtilError.py,CookiesUtil,Error,23.0,0.0,2.0,4.0,0.0,0.0,0.0
GPT-4-Turbo,H,CSVProcessorSuccess.py,CSVProcessor,Success,24.0,12.0,1.0,4.0,3.0,1.0,0.95
GPT-4-Turbo,H,CurrencyConverterSuccess.py,CurrencyConverter,Success,25.0,0.0,4.0,9.0,0.0,1.0,1.0
GPT-4-Turbo,H,DatabaseProcessorError.py,DatabaseProcessor,Error,19.0,0.0,2.0,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,DataStatistics2Error.py,DataStatistics2,Error,16.0,0.0,,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,DataStatistics4Fail.py,DataStatistics4,Fail,16.0,0.0,,4.0,0.0,0.0,0.0
GPT-4-Turbo,H,DataStatisticsSuccess.py,DataStatistics,Success,15.0,0.0,2.0,5.0,0.0,1.0,1.0
GPT-4-Turbo,H,DecryptionUtilsFail.py,DecryptionUtils,Fail,42.0,0.0,19.0,14.0,0.0,0.0,0.0
GPT-4-Turbo,H,DiscountStrategySuccess.py,DiscountStrategy,Success,31.0,15.0,7.0,11.0,3.0,1.0,0.9516129032258064
GPT-4-Turbo,H,DocFileHandlerError.py,DocFileHandler,Error,34.0,0.0,7.0,9.0,0.0,0.0,0.0
GPT-4-Turbo,H,EightPuzzleError.py,EightPuzzle,Error,44.0,0.0,19.0,16.0,0.0,0.0,0.0
GPT-4-Turbo,H,EmailClientPartialSuccess.py,EmailClient,PartialSuccess,28.0,0.0,8.0,11.0,0.0,0.0,0.0
GPT-4-Turbo,H,EncryptionUtilsPartialSuccess.py,EncryptionUtils,PartialSuccess,37.0,0.0,20.0,14.0,0.0,0.0,0.0
GPT-4-Turbo,H,ExcelProcessorError.py,ExcelProcessor,Error,31.0,7.0,4.0,7.0,2.0,0.0,0.0
GPT-4-Turbo,H,ExpressionCalculatorError.py,ExpressionCalculator,Error,55.0,0.0,23.0,16.0,0.0,0.0,0.0
GPT-4-Turbo,H,FitnessTrackerSuccess.py,FitnessTracker,Success,32.0,7.0,8.0,7.0,2.0,1.0,0.978125
GPT-4-Turbo,H,GomokuGameError.py,GomokuGame,Error,29.0,0.0,21.0,14.0,0.0,0.0,0.0
GPT-4-Turbo,H,HotelSuccess.py,Hotel,Success,42.0,0.0,27.0,15.0,0.0,1.0,1.0
GPT-4-Turbo,H,HRManagementSystemFail.py,HRManagementSystem,Fail,28.0,0.0,8.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,HtmlUtilError.py,HtmlUtil,Error,22.0,0.0,1.0,5.0,0.0,0.0,0.0
GPT-4-Turbo,H,ImageProcessorError.py,ImageProcessor,Error,19.0,0.0,4.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,InterpolationError.py,Interpolation,Error,12.0,5.0,,3.0,1.0,0.0,0.0
GPT-4-Turbo,H,IPAddressSuccess.py,IPAddress,Success,21.0,0.0,9.0,10.0,0.0,1.0,1.0
GPT-4-Turbo,H,IpUtilError.py,IpUtil,Error,29.0,0.0,6.0,3.0,0.0,0.0,0.0
GPT-4-Turbo,H,JobMarketplaceError.py,JobMarketplace,Error,18.0,0.0,,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,JSONProcessorPartialSuccess.py,JSONProcessor,PartialSuccess,31.0,0.0,7.0,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,KappaCalculatorError.py,KappaCalculator,Error,16.0,8.0,,2.0,4.0,0.0,0.0
GPT-4-Turbo,H,LemmatizationError.py,Lemmatization,Error,25.0,0.0,5.0,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,LongestWordPartialSuccess.py,LongestWord,PartialSuccess,17.0,0.0,5.0,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,MahjongConnectError.py,MahjongConnect,Error,36.0,24.0,16.0,18.0,6.0,0.0,0.0
GPT-4-Turbo,H,ManacherFail.py,Manacher,Fail,19.0,0.0,7.0,9.0,0.0,0.0,0.0
GPT-4-Turbo,H,MetricsCalculator2Fail.py,MetricsCalculator2,Fail,26.0,10.0,13.0,10.0,2.0,0.0,0.0
GPT-4-Turbo,H,MetricsCalculatorError.py,MetricsCalculator,Error,28.0,0.0,12.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,MinesweeperGameError.py,MinesweeperGame,Error,37.0,10.0,23.0,17.0,2.0,0.0,0.0
GPT-4-Turbo,H,MovieBookingSystemSuccess.py,MovieBookingSystem,Success,26.0,0.0,15.0,11.0,0.0,1.0,1.0
GPT-4-Turbo,H,MovieTicketDBSuccess.py,MovieTicketDB,Success,32.0,0.0,,5.0,0.0,1.0,1.0
GPT-4-Turbo,H,MusicPlayerSuccess.py,MusicPlayer,Success,54.0,0.0,19.0,18.0,0.0,1.0,1.0
GPT-4-Turbo,H,NLPDataProcessor2Success.py,NLPDataProcessor2,Success,18.0,0.0,2.0,5.0,0.0,1.0,1.0
GPT-4-Turbo,H,NLPDataProcessorPartialSuccess.py,NLPDataProcessor,PartialSuccess,8.0,0.0,,4.0,0.0,0.0,0.0
GPT-4-Turbo,H,NumberConverterSuccess.py,NumberConverter,Success,19.0,0.0,,6.0,0.0,1.0,1.0
GPT-4-Turbo,H,NumberWordFormatterFail.py,NumberWordFormatter,Fail,29.0,0.0,6.0,9.0,0.0,0.0,0.0
GPT-4-Turbo,H,NumericEntityUnescaperSuccess.py,NumericEntityUnescaper,Success,10.0,5.0,,3.0,1.0,1.0,0.95
GPT-4-Turbo,H,OrderSuccess.py,Order,Success,25.0,5.0,9.0,9.0,1.0,1.0,0.98
GPT-4-Turbo,H,PageUtilPartialSuccess.py,PageUtil,PartialSuccess,33.0,0.0,,5.0,0.0,0.0,0.0
GPT-4-Turbo,H,PDFHandlerError.py,PDFHandler,Error,23.0,0.0,6.0,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,PersonRequestSuccess.py,PersonRequest,Success,17.0,26.0,5.0,10.0,7.0,1.0,0.8470588235294118
GPT-4-Turbo,H,PushBoxGameError.py,PushBoxGame,Error,37.0,0.0,20.0,13.0,0.0,0.0,0.0
GPT-4-Turbo,H,RegexUtilsSuccess.py,RegexUtils,Success,25.0,0.0,,10.0,0.0,1.0,1.0
GPT-4-Turbo,H,RPGCharacterSuccess.py,RPGCharacter,Success,32.0,0.0,4.0,10.0,0.0,1.0,1.0
GPT-4-Turbo,H,ServerPartialSuccess.py,Server,PartialSuccess,32.0,0.0,9.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,ShoppingCartSuccess.py,ShoppingCart,Success,21.0,0.0,7.0,9.0,0.0,1.0,1.0
GPT-4-Turbo,H,SignInSystemSuccess.py,SignInSystem,Success,21.0,0.0,4.0,9.0,0.0,1.0,1.0
GPT-4-Turbo,H,SnakeError.py,Snake,Error,37.0,6.0,10.0,11.0,3.0,0.0,0.0
GPT-4-Turbo,H,SplitSentenceFail.py,SplitSentence,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-4-Turbo,H,SQLGeneratorSuccess.py,SQLGenerator,Success,31.0,0.0,3.0,9.0,0.0,1.0,1.0
GPT-4-Turbo,H,SQLQueryBuilderSuccess.py,SQLQueryBuilder,Success,26.0,12.0,3.0,7.0,2.0,1.0,0.9538461538461538
GPT-4-Turbo,H,Statistics3Fail.py,Statistics3,Fail,34.0,0.0,,8.0,0.0,0.0,0.0
GPT-4-Turbo,H,StockPortfolioTrackerError.py,StockPortfolioTracker,Error,40.0,5.0,14.0,16.0,1.0,0.0,0.0
GPT-4-Turbo,H,StudentDatabaseProcessorSuccess.py,StudentDatabaseProcessor,Success,44.0,0.0,,5.0,0.0,1.0,1.0
GPT-4-Turbo,H,TextFileProcessorError.py,TextFileProcessor,Error,23.0,0.0,,5.0,0.0,0.0,0.0
GPT-4-Turbo,H,ThermostatError.py,Thermostat,Error,40.0,0.0,13.0,16.0,0.0,0.0,0.0
GPT-4-Turbo,H,TicTacToeSuccess.py,TicTacToe,Success,27.0,2.0,14.0,13.0,1.0,1.0,0.9925925925925926
GPT-4-Turbo,H,TimeUtilsFail.py,TimeUtils,Fail,22.0,0.0,,8.0,0.0,0.0,0.0
GPT-4-Turbo,H,TriCalculatorFail.py,TriCalculator,Fail,29.0,15.0,4.0,9.0,3.0,0.0,0.0
GPT-4-Turbo,H,TwentyFourPointGamePartialSuccess.py,TwentyFourPointGame,PartialSuccess,15.0,5.0,1.0,5.0,1.0,0.0,0.0
GPT-4-Turbo,H,URLHandlerFail.py,URLHandler,Fail,14.0,0.0,,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,UrlPathFail.py,UrlPath,Fail,14.0,0.0,,4.0,0.0,0.0,0.0
GPT-4-Turbo,H,UserLoginDBError.py,UserLoginDB,Error,19.0,0.0,,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,VectorUtilSuccess.py,VectorUtil,Success,20.0,0.0,,4.0,0.0,1.0,1.0
GPT-4-Turbo,H,VendingMachinePartialSuccess.py,VendingMachine,PartialSuccess,27.0,0.0,7.0,11.0,0.0,0.0,0.0
GPT-4-Turbo,H,WarehouseSuccess.py,Warehouse,Success,33.0,0.0,12.0,14.0,0.0,1.0,1.0
GPT-4-Turbo,H,WeatherSystemPartialSuccess.py,WeatherSystem,PartialSuccess,19.0,0.0,1.0,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,Words2NumbersError.py,Words2Numbers,Error,35.0,20.0,12.0,12.0,1.0,0.0,0.0
GPT-4-Turbo,H,XMLProcessorFail.py,XMLProcessor,Fail,23.0,0.0,2.0,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,ZipFileProcessorSuccess.py,ZipFileProcessor,Success,35.0,0.0,5.0,6.0,0.0,1.0,1.0
GroundTruth,GT,AccessGatewayFilter.py,AccessGatewayFilter,Success,36.0,15.0,9.0,11.0,3.0,1.0,0.9583333333333334
GroundTruth,GT,AreaCalculator.py,AreaCalculator,Success,14.0,0.0,,6.0,0.0,1.0,1.0
GroundTruth,GT,ArgumentParser.py,ArgumentParser,Success,36.0,0.0,16.0,12.0,0.0,1.0,1.0
GroundTruth,GT,ArrangementCalculator.py,ArrangementCalculator,Success,34.0,0.0,8.0,13.0,0.0,1.0,1.0
GroundTruth,GT,AssessmentSystem.py,AssessmentSystem,Success,40.0,0.0,21.0,20.0,0.0,1.0,1.0
GroundTruth,GT,AutomaticGuitarSimulator.py,AutomaticGuitarSimulator,Success,24.0,0.0,14.0,8.0,0.0,1.0,1.0
GroundTruth,GT,AvgPartition.py,AvgPartition,Success,15.0,5.0,1.0,4.0,1.0,1.0,0.9666666666666668
GroundTruth,GT,BalancedBrackets.py,BalancedBrackets,Success,27.0,35.0,27.0,14.0,6.0,1.0,0.8703703703703703
GroundTruth,GT,BankAccount.py,BankAccount,Success,20.0,0.0,3.0,8.0,0.0,1.0,1.0
